Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"It seems that people also have forgotten the epic ""go on a staycation and support local economy"" nonsense during the whole fiasco or the deadline for foreigners to come to sinkapore, end up alot of imported cases. Sinkies already forgot thanks for the $600 but not me.",6/8/20,46,Circuit Breaker,47,2,-11.27231098,10,4,0,7.241082046,1,0,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"dxdx999 wrote: tio pwn liao, then say difficult to explain and give nonsensical replies In before, hindsight excuses, and not happy go overseas lo Sent from Rain Rain Go Away using GAGT nonsensical replies to a nonsensical qn. Quite Apt.",6/8/20,40,Circuit Breaker,40,2,-14.88757621,6,2,0,5.815914106,1,0,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"Shinji.Ikari wrote: we pay them millions for what... since they don't have the iron in them to do drastic measures... Then why you do not start a protest, afterall it is your tax money that pays them",6/8/20,35,Circuit Breaker,38,2,-11.12917658,9,1,3,16.55700333,2,0,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,no mask and GDP impt,6/8/20,5,Circuit Breaker,5,0,-13.00134416,0,1,0,36.84829056,4,0,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"kyo_465 wrote: nonsensical replies to a nonsensical qn. Quite Apt. What question did I ask? Poor ib. Take too much banned substances, got flying pig, got imaginary questions. Wake up la loser hahaha Sent from Rain Rain Go Away using GAGT",6/8/20,41,Circuit Breaker,41,2,-14.20221619,9,0,1,5.163595951,1,0,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"VEF888 wrote: hoarded in order to provide for frontline workers, at any time did you see ANY frontline complain about not having enough PPE? DID you see any frontline workers whithout a mask on serving the people? 5m masks x 30 days  x 3 months = 450m mask needed. always easy to talk, when you don't do the maths or bear the consequences. young boy come out of your small space... u couldn't read what i suggesting improvise mask should had done. control mask it is authority job. u want control mask? i cannot control mask numbers and distribution, i won't even bother argue this.",6/8/20,97,Circuit Breaker,104,4,-12.26683796,27,3,6,2.936629652,0,1,1
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,Shinji.Ikari wrote: Why a female prime minister that costs 5 times less have the iron to do drastic measures early and saved her country from further economic damage but our team of ex SAF generals don't have the bone to be equally drastic? The generals are having a boner Sent from Your Mum's house  using GAGT,6/8/20,52,Circuit Breaker,57,3,-12.28877202,11,2,2,4.994775567,0,0,1
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"Vulpix wrote: It seems that people also have forgotten the epic ""go on a staycation and support local economy"" nonsense during the whole fiasco or the deadline for foreigners to come to sinkapore, end up alot of imported cases. Sinkies already forgot thanks for the $600 but not me. I donated the $600 to charity and still think we didnt do so badly.. except the foreign worker dorm issue where it was difficult to believe it was a blind spot. Its the future that's really worrying. A lot of jobs and industries will be gone and maybe there will be no Grab Food or PHV to fall back on. Hold on to you underwear people because there wun be much left at the end. We may really be back at square 1",6/8/20,128,Circuit Breaker,132,4,-10.90689745,26,8,2,2.706267681,0,0,1
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"Vulpix wrote: It seems that people also have forgotten the epic "" go on a staycation and support local economy "" nonsense during the whole fiasco or the deadline for foreigners to come to sinkapore, end up alot of imported cases. Sinkies already forgot thanks for the $600 but not me. highlight for u. i also forgotten.",6/8/20,54,Circuit Breaker,55,3,-11.61916993,12,5,1,5.568679166,1,0,1
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,What can u get from minister who think cotton comes from sheeps.we are screwed since day1,6/8/20,15,Circuit Breaker,17,1,-12.61368437,6,0,1,55.38369641,4,0,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"dxdx999 wrote: What question did I ask? Poor ib. Take too much banned substances, got flying pig, got imaginary questions. Wake up la loser hahaha Sent from Rain Rain Go Away using GAGT he must be 84 lah... done writing",6/8/20,39,Circuit Breaker,40,2,-14.08932851,11,0,1,6.012106154,1,0,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"VEF888 wrote: yes, and stir up  a panic buy, further reduce supply of masks for frontline workers. since authoritative figure says masks is not required for healthy, and there's an acute shortage of masks at that moment,  they took the most sensible and logical actions, which is to ensure front line workers has adequate supply, while sourcing for alternative supply. easy to comment when you don't have to bear consequences. Logical manner is to ration the sales and encourage pple to sew own reusable masks And not hide the inadequate supply of masks Come clean and people will understand. Since the mask shortage saga despite their assurance, they have lost of the trust of the people Sent from POFMA - Only I have the Truth  using GAGT",6/8/20,124,Circuit Breaker,127,4,-11.79387643,27,5,2,2.767257486,0,0,1
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"they always have iron wan leh they have iron to inc gst, transport fares, pub, suck $$ but lost all iron inside when they will lose $$",6/8/20,25,Circuit Breaker,25,1,-13.69037076,9,2,0,16.87838266,2,0,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"dxdx999 wrote: What question did I ask? Poor ib. Take too much banned substances, got flying pig, got imaginary questions. Wake up la loser hahaha Sent from Rain Rain Go Away using GAGT Look at Post #41.",6/8/20,36,Circuit Breaker,36,2,-14.04627834,9,0,1,6.012106154,1,0,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,half-ass lockdown already so many business buay tahan liaoz. full lockdown. they all jiak sai. close down. no business. investors all pull out. sg jiak sai. GDP drop to rock bottom. all the money reserve become useless no value toilet paper. how to enforce wear mask early when not everyone can buy masks. donated 2 tonne to china. not enough mask for everyone.,6/8/20,61,Circuit Breaker,63,3,-12.59349457,9,1,0,4.094274038,0,0,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"vote them out ....if you can, otherwise do something about it. PeanutButtor wrote: young boy come out of your small space... u couldn't read what i suggesting improvise mask should had done. control mask it is authority job. u want control mask? i cannot control mask numbers and distribution, i won't even bother argue this.",6/8/20,53,Circuit Breaker,55,3,-11.73917624,16,2,4,6.636183335,1,1,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"The people in charge making wrong decision should be removed from that position to avoid having the same wrong person making the same wrong decision again and again in the future. Moving on is the most disgusting excuse to make people forget mistake even for a normal human being. A price must be paid, definitely not by the people who abide it.",6/8/20,62,Circuit Breaker,62,3,-9.88746662,14,1,0,8.728622565,1,1,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"well at that time, authoritative figure say mask is not effective. can't fault them for relying on authoritative figure. laopokcar_g wrote: Logical manner is to ration the sales and encourage pple to sew own reusable masks And not hide the inadequate supply of masks Come clean and people will understand. Since the mask shortage saga despite their assurance, they have lost of the trust of the people Sent from POFMA - Only I have the Truth  using GAGT",6/8/20,75,Circuit Breaker,78,3,-12.10416134,16,1,1,4.060461981,0,0,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"simple, they dont have lky caliber",6/8/20,6,Circuit Breaker,6,0,-13.93847154,3,0,0,56.27175551,4,0,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"WhyNPNT wrote: The people in charge making wrong decision should be removed from that position to avoid having the same wrong person making the same wrong decision again and again in the future. Moving on is the most disgusting excuse to make people forget mistake even for a normal human being. A price must be paid, definitely not by the people who abide it. Mistakes must be corrected and the people who made them accountable. So far I see that decisions have been changed if they were wrong. For accountability we can look at it after the problem is under control. I think some politicians are gradually taking a low profile after some hiccups. Lets see how the cabinet is formed after the upcoming GE.",6/8/20,125,Circuit Breaker,125,4,-10.25299287,32,3,2,3.689285387,0,1,1
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,wanna save hundred of millions on mask? end up spent so many of billions... Sent from Xiaomi REDMI NOTE 8 PRO using GAGT,6/8/20,22,Circuit Breaker,23,1,-13.21229488,4,0,0,8.276773537,1,0,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"FakeTan wrote: Well, I believe that government has considered carefully the calculated risk of a full lock down on our economy. We may not be able to afford a full lock-down. But I think not enforcing mask wearing early was obviously a mistake... but it has already happened and we just have to move on... Why is it always that when they make mistakes they can brush it away and ask others to move on. But peasants like you and me face the risk of getting fired for making mistakes? Can we quote them and ask our bosses to move on and no blame culture?",6/8/20,104,Circuit Breaker,105,4,-10.25918341,26,5,8,6.215482391,1,0,1
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,_eMuu_ wrote: half-ass lockdown already so many business buay tahan liaoz. full lockdown. they all jiak sai. close down. no business. investors all pull out. sg jiak sai. GDP drop to rock bottom. all the money reserve become useless no value toilet paper. how to enforce wear mask early when not everyone can buy masks. donated 2 tonne to china. not enough mask for everyone. How to enforcre wear mask when there's no stock available for mask? Instead to solve the problem the enforce healthy no need wear mask. Everday see advertisement tellimg everyone don't wear mask. Best part minister chan chun sing call us xiasuay for panicking and said we were given mask to let us feel shiok shiok. Hopeless pap 4g ministers. Sent from The Future using GAGT,6/8/20,124,Circuit Breaker,130,4,-13.10996516,27,3,2,1.934558136,0,0,0
why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"This... Vulpix wrote: It seems that people also have forgotten the epic ""go on a staycation and support local economy"" nonsense during the whole fiasco or the deadline for foreigners to come to sinkapore, end up alot of imported cases. Sinkies already forgot thanks for the $600 but not me.",6/8/20,49,Circuit Breaker,50,2,-11.52234338,11,4,0,6.589452138,1,0,0
